,tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,tiempo,cluster,hormiga
3897,TDD,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",20/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,59.85,3626,73,4,
3898,TDD,STP*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",13/12/22,MX,CARD NOT PRESENT,F,GUANAJUATO,32,54.85,2902,35,4,
2304,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",18/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,26.7,98,102,4,1
3900,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,30.71,6640,21,4,
3901,TDD,AMAZON.COM AMZN.COM/BI   SEATTLE,RETAIL,LIBRERIAS,23/11/22,US,CARD NOT PRESENT,M,JALISCO,34,216.1,8886,15,2,
3902,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,130.31,3733,45,4,
3903,TDC,LAGUNTIAS LAS HUERTAS TLAQUEPAQUE JJA,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",21/12/22,MX,CARD PRESENT,M,JALISCO,32,46.17,8606,43,4,
3904,TDD,SR PAGO*MILLAS RETIRO MIGUEL HIDALG001,AGREGADOR,AGREGADOR,27/12/22,MX,CARD NOT PRESENT,M,GUANAJUATO,53,59.85,4372,49,4,
3905,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),03/03/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,159.65,3626,115,2,
858,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,26.14,98,106,4,1
3907,TDD,TULOTERO MEXICO       CIUDAD DE MEX001,OTROS,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),22/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,27,34.9,9396,44,4,
3908,TDD,TIENDAS CB            TORREON COAH 006,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",19/01/23,MX,CARD PRESENT,F,DURANGO,123,110,106,72,4,0
3909,TDD,APPLE.COM BILL           www.apple.com,RETAIL,TIENDA DE DISCOS,02/02/23,US,CARD NOT PRESENT,M,COAHUILA DE ZARAGOZA,33,69.33,9883,86,4,
3910,TDD,YouTube                  London,OTROS,BIENES DIGITALES APLICACIONES,18/02/23,GB,CARD NOT PRESENT,M,GUANAJUATO,20,69.33,3642,102,4,
3911,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,23/02/23,MX,CARD NOT PRESENT,F,SONORA,19,117.74,1239,107,4,0
3912,TDD,PARAMOUNT+  MEX          8882745343,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,08/02/23,US,CARD NOT PRESENT,M,CIUDAD DE MEXICO,30,49.37,480,92,4,1
3913,TDC,CLIP MX*CB MAQUINARIA SANLUIS POTO000,AGREGADOR,AGREGADOR,03/01/23,MX,CARD PRESENT,M,SAN LUIS POTOSI,44,166.17,6034,56,2,
3914,TDC,MCDONALDS S ANTARA F CCIUDAD DE MEX00,COMIDA RAPIDA,COMIDA RAPIDA,18/02/23,MX,CARD PRESENT,F,MEXICO,31,82.31,4894,102,4,
3915,TDD,NETFLIX COM 1         MEXICO DF    DF,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,12/12/22,MX,CARD NOT PRESENT,M,TLAXCALA,42,119.23,6307,34,4,
3916,TDC,ENVIAFLORES COM       MONTERREY NL 000,RETAIL,FLORERIAS,30/01/23,MX,CARD NOT PRESENT,M,GUANAJUATO,36,300.57,5236,83,2,
3917,TDD,STRIPE *UBER EATS PENDCIUDAD DE MEXCMX,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",31/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,23,109.15,387,84,4,0
3918,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,33,35.16,1321,101,4,1
3919,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,F,NUEVO LEON,44,134.67,9305,32,4,
3920,TDD,Google Nintendo          650-2530000,OTROS,BIENES DIGITALES APLICACIONES,02/02/23,US,CARD NOT PRESENT,F,GUANAJUATO,21,39.39,2972,86,4,
3921,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",19/12/22,MX,CARD NOT PRESENT,M,MEXICO,30,89.29,827,41,4,1
3922,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,18/12/22,MX,CARD NOT PRESENT,M,JALISCO,23,208.65,362,40,2,0
3923,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,21/01/23,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,36,104.25,1830,74,4,
3924,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,05/01/23,MX,CARD NOT PRESENT,M,JALISCO,22,199.01,2037,58,2,
3925,TDD,OXXOPLAZA MESON TLC   CALIMAYA EM  EM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",15/12/22,MX,CARD PRESENT,M,MEXICO,32,76.07,378,37,4,1
3926,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,15/11/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,23.05,480,7,4,1
3927,TDC,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",24/02/23,MX,CARD PRESENT,M,MEXICO,22,124.72,5444,108,4,
3928,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,28/11/22,MX,CARD NOT PRESENT,M,MEXICO,42,199.21,7423,20,2,
3929,TDC,CONEKTA*OXXO          MONTERREY NL 019,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",27/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,34,109.75,6592,19,4,
3930,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,31.95,6640,51,4,
3931,TDC,D LOCAL*INDRIVE       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,04/03/23,MX,CARD NOT PRESENT,M,JALISCO,25,59.85,2988,116,4,
3932,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,25/01/23,MX,CARD NOT PRESENT,M,SAN LUIS POTOSI,24,171.17,4836,78,2,
3933,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",29/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,31.06,6640,51,4,
3934,TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,27/12/22,MX,CARD NOT PRESENT,M,DURANGO,42,121.23,4074,49,4,
3935,TDD,DLOCAL*RAPPI          CIUDAD DE MEX09,AGREGADOR,AGREGADOR,26/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,16,95.55,8620,48,4,
3936,TDD,STRIPE *UBER TRIP     CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",31/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,169.59,9305,84,2,
4465,TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,16/11/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,514.09,344,8,3,0
3938,TDC,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",21/01/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,27,29.89,1144,74,4,1
3939,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,26/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,62,176.06,1617,79,2,0
3940,TDC,ABTS BGA SUMERCA HUINACADEREYTA JIMNLE,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",29/01/23,MX,CARD PRESENT,F,NUEVO LEON,37,155.92,5064,82,2,
3941,TDC,OXXO BLANQUE          MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",24/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,45,61.85,5846,108,4,
3942,TDD,STR*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",27/01/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,139.64,9305,80,4,
3943,TDD,TIENDA ERS            CIUDAD DE MEX001,RETAIL,SERVICIOS PUBLICITARIOS,24/12/22,MX,CARD PRESENT,F,NUEVO LEON,27,53.36,3244,46,4,
3944,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),09/02/23,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,34.9,8031,93,4,
3945,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,03/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,56,4,
3946,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,19/12/22,MX,CARD NOT PRESENT,M,JALISCO,23,59.85,362,41,4,1
3947,TDD,SC*CALIENTE2          TIJUANA BCN  003,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",23/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,259.45,3626,15,2,
3948,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,56.71,3626,65,4,
3949,TDD,PAYPAL *UBERBV EATS      35314369001,RESTAURANTE,RESTAURANTES,21/12/22,NL,CARD NOT PRESENT,F,NUEVO LEON,33,91.29,1321,43,4,1
3950,TDD,SEPULVEDA             GUADALUPE NL NLE,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",20/02/23,MX,CARD PRESENT,F,NUEVO LEON,54,222.77,2127,104,2,
3951,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,07/01/23,MX,CARD NOT PRESENT,M,SAN LUIS POTOSI,25,59.85,5421,60,4,
3952,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",13/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,79.8,9305,97,4,
3953,TDD,DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09,COMIDA RAPIDA,COMIDA RAPIDA,23/02/23,MX,CARD NOT PRESENT,F,MEXICO,19,179.11,7061,107,2,
3954,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),28/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,59.85,3626,81,4,
3955,TDD,HTECH COM TELCEL      SN PEDRO GARZ019,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,07/01/23,MX,CARD NOT PRESENT,M,CAMPECHE,48,17.44,4752,60,4,
3956,TDD,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",02/01/23,MX,CARD NOT PRESENT,M,NUEVO LEON,20,133.98,5461,55,4,
3957,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",12/01/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,85.66,3733,65,4,
3958,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,24/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,33,259.63,1321,108,2,0
3959,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,21,59.85,9840,18,4,
3960,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",04/03/23,MX,CARD NOT PRESENT,F,NUEVO LEON,41,37.33,9073,116,4,
3961,TDC,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/12/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,53.82,892,48,4,1
3962,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,13/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,358.26,6640,97,2,
3963,TDC,ZORRO PACHUCA         PACHUCA DE SOHI,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",26/01/23,MX,CARD PRESENT,M,MEXICO,30,108.84,827,79,4,1
784,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,30/01/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,59.35,344,83,4,1
3965,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",10/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,34,59.81,6592,32,4,
3966,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,04/03/23,MX,CARD PRESENT,F,BAJA CALIFORNIA,57,37.4,9627,116,4,
3967,TDD,SC*CALIENTE2          TIJUANA BCN  003,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),03/03/23,MX,CARD NOT PRESENT,M,NUEVO LEON,35,59.85,3626,115,4,
3968,TDD,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",14/01/23,MX,CARD NOT PRESENT,F,MEXICO,27,64.8,8095,67,4,
3969,TDD,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",18/11/22,MX,CARD NOT PRESENT,M,NUEVO LEON,35,82.31,3626,10,4,
3970,TDC,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",27/11/22,MX,CARD PRESENT,F,MEXICO,40,121.23,7036,19,4,
3971,TDD,OPENPAY*DIDIMX        CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,16/11/22,MX,CARD NOT PRESENT,M,CHIHUAHUA,22,12.99,1749,8,4,
3972,TDD,STRIPE *CINEMEX COM   CIUDAD DE M XCMX,AGREGADOR,AGREGADOR,09/02/23,MX,CARD NOT PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,20,97.77,194,93,4,0
3973,TDD,OPENPAY*PKMOVIL       PUEBLA       PUE,AGREGADOR,AGREGADOR,27/01/23,MX,CARD NOT PRESENT,F,JALISCO,32,16.94,4166,80,4,
3974,TDD,OXXO JOJOBA           APODACA NL   NL,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",28/12/22,MX,CARD PRESENT,F,NUEVO LEON,42,27.42,7271,50,4,
3975,TDC,NETPAY*AGREGADOR      SN PEDRO GARZ019,AGREGADOR,AGREGADOR,07/01/23,MX,CARD PRESENT,M,QUINTANA ROO,21,266.29,2345,60,2,
3976,TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,22/01/23,MX,CARD NOT PRESENT,M,PUEBLA,41,196.13,2248,75,2,
3977,TDD,OXXOPLAZA MESON TLC   CALIMAYA EM  EM,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",27/01/23,MX,CARD PRESENT,M,MEXICO,32,100.52,378,80,4,1
3978,TDC,OPENPAY*DIDIMX        CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,13/11/22,MX,CARD NOT PRESENT,M,MEXICO,30,141.82,827,5,2,1
3979,TDD,FNCIA*3BROMA          CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",31/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,56.61,480,53,4,1
3980,TDC,DENNYS                CD JUAREZ CHI000,RESTAURANTE,RESTAURANTES,16/12/22,MX,CARD PRESENT,M,CHIHUAHUA,29,425.62,8031,38,3,
3981,TDD,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",21/11/22,MX,CARD NOT PRESENT,M,GUANAJUATO,27,234.2,7719,13,2,
3982,TDC,ABAR MERZA HELIODORO HGUADALAJARA JJA,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",13/02/23,MX,CARD PRESENT,M,JALISCO,31,21.54,626,97,4,1
3431,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",22/02/23,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,28,30.6,98,106,4,1
3984,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",23/12/22,MX,CARD NOT PRESENT,M,CHIHUAHUA,29,84.3,8031,45,4,
3985,TDD,COMBO MONTERREY       MONTERREY NL NL,RETAIL,"TELAS Y CASIMIRES,MERCERIAS, BONETERIAS,CORCETERIA",30/11/22,MX,CARD PRESENT,F,NUEVO LEON,23,198.57,4920,22,2,
3986,TDD,STRIPE *UBER PENDING  CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/02/23,MX,CARD NOT PRESENT,F,NUEVO LEON,44,39.84,9305,86,4,
3987,TDD,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/11/22,MX,CARD NOT PRESENT,F,NUEVO LEON,41,81.31,9073,9,4,
3988,TDD,DLOCAL*DIDI RIDES     CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",11/12/22,MX,CARD NOT PRESENT,M,NUEVO LEON,27,80.24,9396,33,4,
3989,TDC,LA TORRE DEL VIGIA AR TEXCOCO EM   EM,OTROS,"ASOCIACIONES - CIVICAS Y  FRATERNIDADES, ASOC SOCI",20/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,34,24.92,3916,42,4,
3990,TDD,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",26/02/23,NL,CARD NOT PRESENT,F,NUEVO LEON,33,49.84,1321,110,4,1
3991,TDD,CINEPOLIS DULCERIA    MORELIA MICH 16,ENTRETENIMIENTO,"CINES, TEATROS",12/11/22,MX,CARD PRESENT,F,QUERETARO,58,238.49,8473,4,2,
1517,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,01/03/23,MX,CARD NOT PRESENT,M,CHIAPAS,34,59.35,344,113,4,1
3993,TDC,STRIPE *UBER TRIP     CIUDAD DE MEXCMX,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",17/02/23,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,152.14,3733,101,2,
3994,TDC,MERPAGO*GST           CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,19/11/22,MX,CARD PRESENT,M,GUANAJUATO,25,35.65,2472,11,4,
3995,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,05/03/23,MX,CARD PRESENT,F,NUEVO LEON,25,71.83,7441,117,4,
3996,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",03/12/22,MX,CARD NOT PRESENT,M,MEXICO,57,39.88,2505,25,4,
3997,TDC,DLOCAL*DIDI FOOD      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/11/22,MX,CARD NOT PRESENT,M,MEXICO,30,98.82,5051,15,4,
3998,TDC,UBER CORNERSHOP       TLALNEPANTLA 015,RESTAURANTE,RESTAURANTES,25/01/23,MX,CARD NOT PRESENT,F,QUERETARO,45,29.2,879,78,4,1
3999,TDD,PAGOCONEKTA           MEXICO DF    000,AGREGADOR,AGREGADOR,27/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,16,32.41,8620,111,4,
4000,TDC,NETFLIX COM 1         MEXICO DF    DF,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,27/01/23,MX,CARD NOT PRESENT,M,JALISCO,30,119.23,1641,80,4,
4326,TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,28/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,47,520.8,44,50,3,0
4002,TDD,ENVIAFLORES COM       MONTERREY NL 000,RETAIL,FLORERIAS,12/11/22,MX,CARD NOT PRESENT,F,JALISCO,19,183.1,3289,4,2,
3133,TDD,MERPAGO*NIVEL6        CIUDAD DE MEXDF,AGREGADOR,AGREGADOR,01/12/22,MX,CARD NOT PRESENT,M,CHIAPAS,34,59.35,344,23,4,1
4004,TDD,D LOCAL*RAPPI         CIUDAD DE MEX001,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,30/11/22,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,25,290.29,6640,22,2,
4005,TDC,STR*UBER TRIP         CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",20/02/23,MX,CARD NOT PRESENT,M,NUEVO LEON,34,109.74,6592,104,4,
4006,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,02/02/23,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,28.81,480,86,4,1
4007,TDD,NETFLIX CR            CIUDAD DE MEX001,ENTRETENIMIENTO,PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO,27/11/22,MX,CARD NOT PRESENT,F,BAJA CALIFORNIA,32,159.15,4785,19,2,
4008,TDC,OPENPAY*DIDIMX        CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,24/01/23,MX,CARD NOT PRESENT,M,BAJA CALIFORNIA,49,35.31,6177,77,4,
4009,TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,07/12/22,MX,CARD PRESENT,M,CIUDAD DE MEXICO,30,17.81,480,29,4,1
4010,TDC,STP*UBER PENDING      CIUDAD DE MEX001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",06/12/22,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,37,88.8,3733,28,4,
4011,TDD,DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",23/02/23,MX,CARD NOT PRESENT,F,MEXICO,19,10.85,7061,107,4,
4012,TDC,CINNABON              CIUDAD DE MEXDF,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,09/12/22,MX,CARD PRESENT,F,CIUDAD DE MEXICO,25,70.83,892,31,4,1
4013,TDD,H&M MX0038 PASEO LA FESANNICOLAS D00,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,01/03/23,MX,CARD PRESENT,M,NUEVO LEON,33,258.45,9286,113,2,
4014,TDC,STP*UBER EATS PENDING CIUDAD DE MEX001,OTROS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",11/12/22,MX,CARD NOT PRESENT,F,QUERETARO,45,53.86,879,33,4,1
4015,TDD,SHOPPE MX             MIGUEL HIDALGDF,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,01/12/22,MX,CARD NOT PRESENT,M,JALISCO,29,158.85,8475,23,2,
4016,TDD,BET365 MX SEC         CIUDAD DE MEXDF,RETAIL,CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES),02/03/23,MX,CARD NOT PRESENT,M,CHIAPAS,25,109.75,5446,114,4,
4017,TDD,OPENPAY*SUEMPRESA     CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,07/03/23,MX,CARD NOT PRESENT,M,TLAXCALA,42,383.7,6307,119,3,
4018,TDD,PAYPAL4               MEXICO DF    DF,AGREGADOR,AGREGADOR,06/02/23,MX,CARD NOT PRESENT,F,JALISCO,37,136.14,2019,90,4,
4019,TDD,BP*ENT JUEGOS2        CIUDAD DE MEX001,ENTRETENIMIENTO,"FERIAS,CIRCOS,PARQUES DE DIVERSION,ADIVINOS, LECTU",02/01/23,MX,CARD PRESENT,F,SAN LUIS POTOSI,60,259.45,6324,55,2,
4020,TDC,PAYPAL *UBER BV          35314369001,TRANSPORTE TERRESTRE DE PASAJEROS,"LIMOSINAS, (TAXIS)",02/12/22,NL,CARD NOT PRESENT,M,CIUDAD DE MEXICO,26,44.86,1808,24,4,
4021,TDD,FACEBK ADS               fb.me/ads,RETAIL,SERVICIOS PUBLICITARIOS,21/11/22,IE,CARD NOT PRESENT,M,SINALOA,23,72.33,5736,13,4,
